,Coef.,Std.Err.,t,P>|t|,[0.025,0.975],sig,percentage_points
county_meru,0.031380627,0.053576456,0.585716745,0.55810694,-0.073666795,0.13642805,insig,3.138062745
county_migori,0.093754456,0.060318684,1.554318649,0.120206732,-0.024512462,0.212021374,insig,9.375445614
county_mombasa,0.14083323,0.062746859,2.244466622,0.024870064,0.017805388,0.263861072,*,14.08332301
county_muranga,0.000818213,0.052390255,0.015617658,0.987540386,-0.101903424,0.10353985,insig,0.081821309
county_nairobi,0.046387924,0.058224729,0.796704847,0.425681224,-0.067773373,0.16054922,insig,4.638792366
county_nakuru,0.076347131,0.0555487,1.374417959,0.169407639,-0.032567273,0.185261534,insig,7.634713059
county_nandi,0.062830816,0.05320487,1.180922272,0.237720848,-0.041488037,0.167149669,insig,6.283081597
county_narok,0.101359103,0.058327937,1.737745381,0.082351323,-0.013004554,0.21572276,insig,10.13591032
county_nyamira,-0.058019166,0.058020111,-0.999983722,0.317393548,-0.171779268,0.055740935,insig,-5.801916626
county_nyandarua,-0.036104312,0.053892961,-0.669926295,0.502952829,-0.141772305,0.069563682,insig,-3.610431154
county_nyeri,-0.038008706,0.05362306,-0.708812698,0.478492045,-0.143147506,0.067130094,insig,-3.800870608
county_samburu,-0.082128907,0.061372339,-1.338207202,0.180923419,-0.202461727,0.038203914,insig,-8.212890664
county_siaya,-0.002397004,0.052815038,-0.045384885,0.963803344,-0.105951514,0.101157505,insig,-0.239700443
county_taita_taveta,0.072004653,0.057590842,1.250279578,0.211288316,-0.04091378,0.184923086,insig,7.200465304
county_tana_river,-0.074660972,0.065353316,-1.142420557,0.253364215,-0.202799298,0.053477354,insig,-7.46609717
county_tharaka_nithi,-0.020687022,0.051293799,-0.403304535,0.686750992,-0.121258836,0.079884793,insig,-2.068702185
county_trans_nzoia,0.014122658,0.054323872,0.259971498,0.794902386,-0.092390223,0.12063554,insig,1.412265829
county_turkana,-0.157754979,0.067288537,-2.344455493,0.019115357,-0.289687695,-0.025822264,*,-15.77549795
county_uasin_gishu,-0.100156042,0.053559888,-1.869982298,0.061576975,-0.20517098,0.004858895,insig,-10.01560424
county_vihiga,-0.056460381,0.052712577,-1.071098859,0.284205281,-0.159813996,0.046893233,insig,-5.646038129
county_wajir,0.067475741,0.079072037,0.853345169,0.393531411,-0.087560899,0.222512381,insig,6.747574094
county_west_pokot,-0.142852182,0.058169267,-2.455801666,0.014109559,-0.256904733,-0.02879963,*,-14.28521818
hhhead_woman_male,-0.027742128,0.01861338,-1.49044008,0.136206536,-0.064237405,0.008753149,insig,-2.774212769
working_yes,0.022282468,0.023329123,0.955135268,0.339581017,-0.023458972,0.068023909,insig,2.228246836
marital_status_living_together,0.087786308,0.112715061,0.778833875,0.436134829,-0.133214249,0.308786865,insig,8.778630764
marital_status_married_monogamous,-0.017909726,0.048519047,-0.369127731,0.712056797,-0.113041081,0.077221629,insig,-1.790972581
marital_status_married_polygamous,0.003266892,0.054030283,0.060464084,0.951789773,-0.102670351,0.109204134,insig,0.326689162
marital_status_never_married,0.013550835,0.051785198,0.261673903,0.793589603,-0.087984466,0.115086136,insig,1.355083493
marital_status_separated,-0.002331267,0.052166495,-0.044688965,0.964358001,-0.104614176,0.099951643,insig,-0.233126667
marital_status_widow_or_widower,0.008437029,0.049536779,0.170318471,0.864770389,-0.088689795,0.105563852,insig,0.843702852
education_level_informal_education_madrasa_adult_basic,0.078157312,0.078672577,0.993450511,0.320565126,-0.076096106,0.23241073,insig,7.815731195
education_level_middle_level_college_certificate_diploma,0.074797489,0.029801472,2.509858849,0.012126644,0.016365706,0.133229272,*,7.479748886
education_level_none,0.172120677,0.186360065,0.923592062,0.355767972,-0.193275729,0.537517083,insig,17.21206768
education_level_pre_primary,0.130864869,0.159569113,0.820114039,0.412211821,-0.182002484,0.443732223,insig,13.08648695
education_level_primary,0.049835023,0.020718692,2.405317005,0.016214529,0.009211858,0.090458188,*,4.983502311
education_level_secondary_level,0.089399622,0.023616185,3.785523469,0.000156183,0.04309534,0.135703905,***,8.939962247
education_level_university_post_graduate,0.22048499,0.095384356,2.311542475,0.02086576,0.033464768,0.407505213,*,22.04849905
education_level_universityundergraduate,0.140410332,0.039481087,3.556394781,0.000381396,0.062999717,0.217820947,***,14.04103319
education_level_vocational,0.039187416,0.058433736,0.670629983,0.502504388,-0.075383682,0.153758513,insig,3.918741554
dwelling_flat,-0.063467026,0.037372714,-1.698218288,0.089563215,-0.136743751,0.009809699,insig,-6.346702598
dwelling_landie,-0.081634557,0.025223252,-3.236480194,0.001222402,-0.131089818,-0.032179295,**,-8.163455658
dwelling_maisonnette,-0.092748744,0.055717401,-1.664627951,0.096084327,-0.20199392,0.016496433,insig,-9.274874358
dwelling_manyatta_traditional_house,-0.042377592,0.038701284,-1.094991889,0.273602112,-0.118259246,0.033504062,insig,-4.237759183
dwelling_shanty,-0.060819834,0.041254515,-1.474258864,0.140509693,-0.141707612,0.020067943,insig,-6.081983442
dwelling_swahili,-0.050035578,0.02549818,-1.962319544,0.049811317,-0.100029891,-4.13E-05,*,-5.003557786
ownership_dwelling_no_rent_with_consent_of_owner,0.009578053,0.097657651,0.098077859,0.921876575,-0.181899423,0.201055529,insig,0.957805332
ownership_dwelling_owns,0.081550655,0.094511081,0.862868721,0.388273931,-0.103757335,0.266858646,insig,8.155065516
ownership_dwelling_pays_rent_lease,0.070760638,0.094704874,0.747169974,0.455015538,-0.114927323,0.256448599,insig,7.076063807
roof_material_canvas_nylon_cartons_cardboard,0.147092192,0.13809744,1.065133375,0.286895464,-0.123675626,0.417860011,insig,14.70921924
roof_material_concrete_cement,0.072382358,0.12144997,0.595984982,0.551227163,-0.165744746,0.310509463,insig,7.23823583
roof_material_dung__mud,-0.024791793,0.131017305,-0.189225335,0.849928142,-0.281677583,0.232093996,insig,-2.479179341
roof_material_grass__makuti_thatch_twigs,0.06817683,0.120881047,0.563999336,0.572793875,-0.168834785,0.305188445,insig,6.817683006
roof_material_iron_sheets_decra_versatile,0.041002562,0.115701435,0.354382483,0.723075473,-0.185853382,0.267858505,insig,4.100256166
roof_material_tiles,0.069381052,0.162740733,0.42632874,0.669896825,-0.249704901,0.388467004,insig,6.938105152
roof_material_tin_cans,0.345955341,0.339996493,1.017526206,0.308979641,-0.320676196,1.012586878,insig,34.59553413
wall_material_bricks,0.070991779,0.038629391,1.837765942,0.06618901,-0.004748915,0.146732473,insig,7.09917789
wall_material_cane_palm_trunks,0.023395106,0.064431685,0.363099402,0.716554472,-0.102936176,0.149726389,insig,2.339510617
wall_material_cement_blocks,0.170922804,0.063245143,2.702544373,0.006917218,0.046917976,0.294927632,**,17.09228043
wall_material_concrete_cement,0.108989544,0.037262316,2.924926773,0.003469447,0.035929277,0.182049812,**,10.89895445
wall_material_covered_adobe,0.105575178,0.055192719,1.912846125,0.055856395,-0.002641253,0.213791609,insig,10.55751783
wall_material_grass_reeds,-0.101787884,0.062935732,-1.617330585,0.10590492,-0.225186051,0.021610282,insig,-10.17878844
wall_material_iron_sheets,0.080005176,0.042420818,1.885988537,0.059386454,-0.003169373,0.163179725,insig,8.000517581
wall_material_mud_cow_dung,0.054297403,0.034191917,1.588018685,0.112380324,-0.01274273,0.121337536,insig,5.429740312
wall_material_no_walls,-0.091210654,0.089387552,-1.02039548,0.307617617,-0.266472935,0.084051628,insig,-9.121065369
wall_material_other,0.111459445,0.319156392,0.349231436,0.72693841,-0.51431088,0.73722977,insig,11.14594449
wall_material_plywood_cardboard,-0.094672233,0.104313372,-0.907575234,0.36417062,-0.29919959,0.109855123,insig,-9.467223335
wall_material_precast_wall,0.307244106,0.111370362,2.758760062,0.005834909,0.088880102,0.525608109,**,30.72441058
wall_material_reused_wood,0.099899179,0.128518348,0.777314526,0.437030347,-0.152086903,0.35188526,insig,9.989917877
wall_material_stone_with_lime_cement,0.133110125,0.03831588,3.474019821,0.000519489,0.057984133,0.208236117,***,13.31101253
wall_material_stone_with_mud,0.006054173,0.057640734,0.105032888,0.916356256,-0.106962084,0.119070429,insig,0.605417272
wall_material_uncovered_adobe,0.093764001,0.065502667,1.431453183,0.152397454,-0.034667158,0.22219516,insig,9.376400133
wall_material_wood_planks_shingles_timber,0.127002607,0.039291963,3.232279497,0.001240456,0.049962807,0.204042407,**,12.70026068
floor_material_concrete_cement_terrazo,-0.024531717,0.024571829,-0.998367547,0.318176205,-0.072709733,0.023646299,insig,-2.45317171
floor_material_dung,-0.055027508,0.034120729,-1.612729549,0.106901303,-0.121928064,0.011873047,insig,-5.502750849
floor_material_earth_sand,-0.08452755,0.030812804,-2.743260536,0.006116935,-0.144942252,-0.024112847,**,-8.452754954
floor_material_palm_bamboo,-0.346585978,0.31867453,-1.087586064,0.276859311,-0.971411517,0.278239561,insig,-34.65859781
floor_material_parquet_or_polished_wood,0.383988282,0.193104509,1.988499819,0.046840983,0.005368036,0.762608528,*,38.39882818
floor_material_vinyl_or_asphalt_strips,0.720261106,0.225442562,3.194876334,0.001412424,0.278235601,1.162286612,**,72.02611065
floor_material_wall_to_wall_carpet,-0.0223989,0.060612736,-0.369541148,0.711748716,-0.141242366,0.096444565,insig,-2.239890011
floor_material_wood_planks_shingles_timber,-0.101930762,0.145289206,-0.701571471,0.482997165,-0.386799485,0.182937961,insig,-10.19307619
drinking_water_source_bottled_water,0.020155123,0.081426904,0.247524125,0.80451841,-0.139498706,0.179808953,insig,2.015512312
drinking_water_source_dam,-0.051020565,0.045201804,-1.128728521,0.259096486,-0.139647796,0.037606666,insig,-5.102056495
drinking_water_source_lake,-0.02359231,0.063450508,-0.37182224,0.710049677,-0.147999799,0.100815179,insig,-2.359231018
drinking_water_source_piped_to_yard_plot,0.0146506,0.023024271,0.636311106,0.524618908,-0.030493117,0.059794316,insig,1.465059952
drinking_water_source_piped_into_dwelling,0.056781732,0.030547811,1.85878233,0.063149201,-0.003113399,0.116676862,insig,5.678173176
drinking_water_source_pond,-0.124468044,0.068170916,-1.825823243,0.067969488,-0.258130843,0.009194755,insig,-12.44680438
drinking_water_source_protected_spring,-0.025807235,0.030327088,-0.850963189,0.394853096,-0.085269593,0.033655122,insig,-2.580723525
drinking_water_source_protected_well,-0.041286191,0.027793506,-1.485461776,0.137519464,-0.095780952,0.01320857,insig,-4.128619081
drinking_water_source_public_tap_standpipe,0.013979708,0.027262722,0.512777421,0.608142211,-0.039474344,0.067433761,insig,1.397970846
drinking_water_source_rain_harvested_water,0.012064422,0.030167585,0.399913422,0.68924682,-0.047085199,0.071214044,insig,1.206442236
drinking_water_source_stream_river,0.010714288,0.022070966,0.48544715,0.62739223,-0.032560283,0.053988858,insig,1.07142877
drinking_water_source_unprotected_spring,-0.106267949,0.039304252,-2.703726522,0.006892716,-0.183331844,-0.029204054,**,-10.62679492
drinking_water_source_unprotected_well,-0.068460498,0.0343915,-1.990622627,0.046606812,-0.135891953,-0.001029042,*,-6.846049765
drinking_water_source_water_vendor,-0.004858886,0.028775883,-0.16885272,0.865923098,-0.061279794,0.051562022,insig,-0.485888608
toilet_facility_flush_to_bio_septic_tank,-0.001098277,0.19485389,-0.005636413,0.995503166,-0.383148537,0.380951983,insig,-0.109827706
toilet_facility_flush_to_cess_pool,0.135742123,0.153287603,0.885538824,0.375932234,-0.164809065,0.436293312,insig,13.57421233
toilet_facility_flush_to_main_sewer,0.015717797,0.118933873,0.132155769,0.894869345,-0.217475992,0.248911587,insig,1.571779745
toilet_facility_flush_to_septic_tank,0.038889818,0.115123028,0.337810933,0.735527698,-0.186832044,0.264611679,insig,3.888981762
toilet_facility_open,-0.048518154,0.114117039,-0.425161352,0.670747474,-0.272267571,0.175231262,insig,-4.851815446
toilet_facility_pit_latrine_uncovered,-0.005273922,0.114032912,-0.046249117,0.963114563,-0.22885839,0.218310547,insig,-0.527392152
toilet_facility_pit_latrine_covered,0.03665384,0.113036122,0.324266607,0.745757267,-0.184976222,0.258283902,insig,3.665383974
toilet_facility_vip_pit_latrin,0.044374717,0.114285751,0.388278646,0.697835515,-0.179705495,0.268454928,insig,4.437471664
cooking_fuel_source_charcoal,0.029570454,0.115239706,0.256599527,0.797504338,-0.196380178,0.255521086,insig,2.957045406
cooking_fuel_source_electricity,0.081366198,0.140084114,0.580838155,0.561390198,-0.193296894,0.356029291,insig,8.136619841
cooking_fuel_source_firewood_and_products_of_wood,-0.018036637,0.115091666,-0.156715406,0.875478973,-0.243697006,0.207623732,insig,-1.803663711
cooking_fuel_source_lpg_gas,0.058525978,0.114980459,0.509008035,0.610781478,-0.166916348,0.283968303,insig,5.852597752
cooking_fuel_source_other_specify,0.146060555,0.167087321,0.874157019,0.38209796,-0.18154776,0.473668869,insig,14.60605548
cooking_fuel_source_paraffin,0.00589127,0.120290433,0.048975385,0.960941951,-0.229962328,0.241744869,insig,0.589127029
cooking_fuel_source_solar,-0.231127627,0.174334247,-1.325772939,0.185008992,-0.572944996,0.110689743,insig,-23.11276266
lighting_source_candle,-0.141927349,0.118418336,-1.198525105,0.230800883,-0.374110324,0.090255627,insig,-14.19273487
lighting_source_electricity,-0.107137741,0.121822829,-0.879455366,0.37922007,-0.34599591,0.131720428,insig,-10.71377406
lighting_source_fuel_wood,-0.248933024,0.11467797,-2.170713565,0.03002569,-0.473782259,-0.02408379,*,-24.89330242
lighting_source_gas_lamp,-0.195415599,0.251140068,-0.778113986,0.436559006,-0.687826236,0.296995038,insig,-19.54155995
lighting_source_paraffin_lantern,-0.062240487,0.105021809,-0.592643452,0.553461422,-0.268156875,0.143675901,insig,-6.224048722
lighting_source_paraffin_pressure_lamp,-0.250030966,0.157595421,-1.586536993,0.112715766,-0.5590285,0.058966568,insig,-25.00309658
lighting_source_paraffin_tin_lamp,-0.121127705,0.103221697,-1.17347136,0.240693654,-0.323514611,0.081259201,insig,-12.11277046
lighting_source_solar,-0.043057061,0.10128325,-0.425115312,0.670781031,-0.241643253,0.155529131,insig,-4.30570606
lighting_source_torch_spot_light_dry_cells,-0.122684533,0.105766608,-1.159955261,0.246153047,-0.33006125,0.084692184,insig,-12.26845334
lighting_source_torch_spotlight_solar_charged,-0.092122066,0.102467034,-0.899041014,0.36869806,-0.293029304,0.108785172,insig,-9.212206613
access_electricity_yes,0.076249258,0.067971357,1.121785141,0.262037477,-0.057022264,0.20952078,insig,7.624925799
own_radio_yes,0.071110523,0.012739554,5.581869252,2.58E-08,0.046132064,0.096088981,***,7.111052264
owns_tv_yes,0.035866212,0.015009137,2.389625164,0.01692279,0.006437778,0.065294645,*,3.586621183
own_desktop_yes,-0.081109428,0.087081598,-0.931418698,0.351706871,-0.251850423,0.089631566,insig,-8.110942848
own_laptop_yes,0.016233991,0.036051561,0.450299269,0.652524991,-0.054452347,0.08692033,insig,1.623399138
own_tablet_yes,-0.001770364,0.083392267,-0.021229352,0.983064016,-0.165277683,0.161736955,insig,-0.177036374
own_fridge_yes,0.02728749,0.032677839,0.835045728,0.403753932,-0.036783989,0.09135897,insig,2.728749019
own_hometheatre_yes,0.090740447,0.049967498,1.815989418,0.069464983,-0.007230886,0.188711781,insig,9.074044732
own_phone_yes,0.089948237,0.018924762,4.752938757,2.09E-06,0.052842432,0.127054042,***,8.9948237
own_mtcycle_yes,-0.033545079,0.024296196,-1.380672063,0.167475669,-0.08118266,0.014092502,insig,-3.354507895
own_bicycle_yes,0.020729835,0.02603977,0.796083648,0.42604212,-0.030326374,0.071786045,insig,2.072983543
own_car_yes,0.029090424,0.038082945,0.763870136,0.44500062,-0.045578852,0.1037597,insig,2.909042401
owns_pickup_yes,-0.048372172,0.103447417,-0.467601546,0.640101212,-0.251201648,0.154457304,insig,-4.837217204
d1_wage_yes,-0.004442882,0.02926535,-0.15181372,0.879343374,-0.061823489,0.052937725,insig,-0.444288164
d1_own_account_yes,0.020578225,0.017382905,1.183819687,0.236571858,-0.013504458,0.054660907,insig,2.057822482
d1_own_frm_yes,0.016924057,0.024539427,0.689667985,0.490452716,-0.031190427,0.065038541,insig,1.692405709
occupation_business_lady_man,-0.03248115,0.023352757,-1.390891417,0.16435449,-0.078268929,0.01330663,insig,-3.248114967
occupation_casual_labour,-0.015390814,0.037854475,-0.406578456,0.684344652,-0.089612129,0.058830501,insig,-1.539081402
occupation_farmer,-0.052275692,0.026617234,-1.963979147,0.049618442,-0.104464134,-8.72E-05,*,-5.227569157
occupation_housekeeper,-0.046530531,0.053110463,-0.87610856,0.381036391,-0.15066428,0.057603218,insig,-4.653053112
occupation_housewife,-0.066353424,0.035632832,-1.862142887,0.062674005,-0.136218761,0.003511912,insig,-6.635342413
occupation_private_sector_worker,0.007211622,0.037651831,0.191534429,0.848118989,-0.066612369,0.081035613,insig,0.721162199
occupation_public_sector_worker,-0.036720242,0.036623465,-1.002642489,0.316108749,-0.108527914,0.03508743,insig,-3.672024179
actual_consumption_log,-0.433289335,0.014300652,-30.29857154,1.25E-177,-0.461328641,-0.405250029,***,-43.32893349
