,Coef.,Std.Err.,t,P>|t|,[0.025,0.975],sig,percentage_points
own_fridge_yes,0.022194489717754836,0.03002466390815945,0.7392085981593053,0.45982211775816273,-0.03666992575395853,0.08105890518946819,insig,2.2194489717754835
own_hometheatre_yes,-0.017192477514271616,0.03985694694612808,-0.43135460268719317,0.6662329429816141,-0.0953334316194509,0.060948476590907665,insig,-1.7192477514271616
own_phone_yes,0.04669442655085555,0.014938736886760649,3.125727891508563,0.0017859010335489313,0.017406504547308486,0.07598234855440261,**,4.669442655085556
own_mtcycle_yes,0.008079606734799029,0.024259608384671456,0.33304769832575554,0.7391150898769614,-0.03948221349088161,0.05564142696047967,insig,0.8079606734799029
own_bicycle_yes,-0.00019943690840695978,0.01682156749160559,-0.011856024030250696,0.9905410525625742,-0.0331787149026644,0.032779841085850484,insig,-0.019943690840695978
own_car_yes,0.07653661994345022,0.041650379094927234,1.8375971985515955,0.06619317932876904,-0.005120421317613977,0.15819366120451442,insig,7.653661994345022
owns_pickup_yes,0.07711874130654704,0.07885314793636547,0.9780045987356384,0.32812901509795633,-0.07747564401535788,0.23171312662845195,insig,7.711874130654704
d1_wage_yes,0.032101761229897684,0.019927734562725518,1.6109087126212265,0.10727561404697641,-0.006967267162840303,0.07117078962263568,insig,3.2101761229897683
d1_own_account_yes,0.07822135823288877,0.03976275914559787,1.9672014697588873,0.04922645365409585,0.0002650626417809998,0.15617765382399654,*,7.8221358232888765
d1_own_frm_yes,-0.07581415361322633,0.04829386975352968,-1.5698504592849543,0.11652608645405352,-0.17049599327025677,0.01886768604380412,insig,-7.581415361322633
occupation_business_lady_man,0.008706573266168804,0.02824539110533861,0.3082475733367767,0.757909414694214,-0.046669514948222524,0.06408266148056013,insig,0.8706573266168804
occupation_casual_labour,0.05288300363753162,0.04927916539419356,1.073131073030768,0.28327466129665435,-0.04373054296988854,0.1494965502449518,insig,5.288300363753162
occupation_farmer,0.08703422612670177,0.05214510886576028,1.6690774651704776,0.09517740134974532,-0.015198104016307001,0.18926655626971053,insig,8.703422612670177
occupation_housekeeper,0.011192156094739204,0.0663563382210236,0.16866747615668168,0.8660664162144402,-0.11890179180661836,0.14128610399609676,insig,1.1192156094739205
occupation_housewife,0.04729029161707041,0.059181715880850756,0.7990692887695062,0.4242959323470302,-0.06873755544211256,0.1633181386762534,insig,4.72902916170704
occupation_other_specify,0.08533541265917216,0.04725324698488292,1.8059163783278713,0.0710037763078469,-0.007306249256308253,0.17797707457465256,insig,8.533541265917217
occupation_private_sector_worker,0.06450010024191088,0.04601139645206879,1.401828790593266,0.16104111139255695,-0.025706869783563943,0.15470707026738573,insig,6.450010024191089
occupation_public_sector_worker,0.02739716307785592,0.047229819165449854,0.5800818966060711,0.5618908607145168,-0.06519856776905626,0.1199928939247681,insig,2.7397163077855917
occupation_retired,0.004267371384366142,0.06177083631091352,0.06908391790078765,0.944926148030339,-0.11683653784715968,0.12537128061589198,insig,0.4267371384366142
actual_consumption_log,-0.3370770647781452,0.010163690336596382,-33.16483025505336,3.552932269150465e-214,-0.3570033391414249,-0.3171507904148655,***,-33.70770647781452
